a0_ypk_lh1,a0_ypk_lh2,a0_ypk_lh3,a0_ypk_lh4,a0_ypk_lh5,a0_ypk_rh1,a0_ypk_rh2,a0_ypk_rh3,a0_ypk_rh4,a0_ypk_rh5,lzc_lh1,lzc_lh2,lzc_lh3,lzc_lh4,lzc_lh5,lzc_rh1,lzc_rh2,lzc_rh3,lzc_rh4,lzc_rh5,order_lh1,order_lh2,order_lh3,order_lh4,order_lh5,order_rh1,order_rh2,order_rh3,order_rh4,order_rh5,mean_ypk_lh1,mean_ypk_lh2,mean_ypk_lh3,mean_ypk_lh4,mean_ypk_lh5,mean_ypk_rh1,mean_ypk_rh2,mean_ypk_rh3,mean_ypk_rh4,mean_ypk_rh5,sd_ypk_lh1,sd_ypk_lh2,sd_ypk_lh3,sd_ypk_lh4,sd_ypk_lh5,sd_ypk_rh1,sd_ypk_rh2,sd_ypk_rh3,sd_ypk_rh4,sd_ypk_rh5,skew_ypk_lh1,skew_ypk_lh2,skew_ypk_lh3,skew_ypk_lh4,skew_ypk_lh5,skew_ypk_rh1,skew_ypk_rh2,skew_ypk_rh3,skew_ypk_rh4,skew_ypk_rh5,nor_kur_ypk_lh1,nor_kur_ypk_lh2,nor_kur_ypk_lh3,nor_kur_ypk_lh4,nor_kur_ypk_lh5,nor_kur_ypk_rh1,nor_kur_ypk_rh2,nor_kur_ypk_rh3,nor_kur_ypk_rh4,nor_kur_ypk_rh5,kur_ypk_lh1,kur_ypk_lh2,kur_ypk_lh3,kur_ypk_lh4,kur_ypk_lh5,kur_ypk_rh1,kur_ypk_rh2,kur_ypk_rh3,kur_ypk_rh4,kur_ypk_rh5,nor_var_ypk_lh1,nor_var_ypk_lh2,nor_var_ypk_lh3,nor_var_ypk_lh4,nor_var_ypk_lh5,nor_var_ypk_rh1,nor_var_ypk_rh2,nor_var_ypk_rh3,nor_var_ypk_rh4,nor_var_ypk_rh5,var_ypk_lh1,var_ypk_lh2,var_ypk_lh3,var_ypk_lh4,var_ypk_lh5,var_ypk_rh1,var_ypk_rh2,var_ypk_rh3,var_ypk_rh4,var_ypk_rh5,sd_rk_lh1,sd_rk_lh2,sd_rk_lh3,sd_rk_lh4,sd_rk_lh5,sd_rk_rh1,sd_rk_rh2,sd_rk_rh3,sd_rk_rh4,sd_rk_rh5,nor_var_rk_lh1,nor_var_rk_lh2,nor_var_rk_lh3,nor_var_rk_lh4,nor_var_rk_lh5,nor_var_rk_rh1,nor_var_rk_rh2,nor_var_rk_rh3,nor_var_rk_rh4,nor_var_rk_rh5,var_rk_lh1,var_rk_lh2,var_rk_lh3,var_rk_lh4,var_rk_lh5,var_rk_rh1,var_rk_rh2,var_rk_rh3,var_rk_rh4,var_rk_rh5,skew_rk_lh1,skew_rk_lh2,skew_rk_lh3,skew_rk_lh4,skew_rk_lh5,skew_rk_rh1,skew_rk_rh2,skew_rk_rh3,skew_rk_rh4,skew_rk_rh5,kur_rk_lh1,kur_rk_lh2,kur_rk_lh3,kur_rk_lh4,kur_rk_lh5,kur_rk_rh1,kur_rk_rh2,kur_rk_rh3,kur_rk_rh4,kur_rk_rh5,nor_kur_rk_lh1,nor_kur_rk_lh2,nor_kur_rk_lh3,nor_kur_rk_lh4,nor_kur_rk_lh5,nor_kur_rk_rh1,nor_kur_rk_rh2,nor_kur_rk_rh3,nor_kur_rk_rh4,nor_kur_rk_rh5,ent_ypk_lh1,ent_ypk_lh2,ent_ypk_lh3,ent_ypk_lh4,ent_ypk_lh5,ent_ypk_rh1,ent_ypk_rh2,ent_ypk_rh3,ent_ypk_rh4,ent_ypk_rh5,ent_rk_lh1,ent_rk_lh2,ent_rk_lh3,ent_rk_lh4,ent_rk_lh5,ent_rk_rh1,ent_rk_rh2,ent_rk_rh3,ent_rk_rh4,ent_rk_rh5,Sub_code,resp
-0.365692496,-0.365692494,-0.365692494,1.896340998,-0.365692496,-0.365692494,1.896340997,-0.365692497,-0.365692495,-0.365692492,31,50,18,1,73,5,1,75,16,7,9,9,9,9,1,9,9,1,9,9,-0.365692496,-0.365692494,-0.365692494,1.461811622,-0.365692496,-0.365692494,1.461811622,-0.365692497,-0.365692495,-0.365692492,1.22E-11,2.92E-11,4.41E-12,0.051743384,9.66E-12,2.11E-12,0.051743384,2.14E-11,4.73E-12,1.79E-12,-0.040908626,1.129153267,0.465672479,-0.163613375,-9.27E-07,-0.723486867,-0.163613375,-4.37E-06,0.260041039,-0.127982867,-0.442444097,-0.538724918,-0.60897174,1.880277952,-0.632264907,-0.437405379,1.880277952,-0.632264946,-0.36404217,-0.609548082,3.48758597,2.63157911,2.007033532,24.13828245,1.799940252,3.53238386,24.13828245,1.799939903,4.184636404,2.001909423,-0.497911749,-0.497911749,-0.497911749,1.989647434,-0.497911749,-0.497911749,1.989647435,-0.497911749,-0.497911749,-0.497911749,1.48E-22,8.53E-22,1.94E-23,0.002677378,9.32E-23,4.44E-24,0.002677378,4.57E-22,2.24E-23,3.21E-24,5.99E-12,6.45E-12,6.33E-12,1.52693131,9.10E-12,7.70E-12,1.52693131,7.08E-12,6.18E-12,4.76E-12,-0.497911951,-0.497911951,-0.497911951,1.989037851,-0.497911951,-0.497911951,1.989037852,-0.497911951,-0.497911951,-0.497911951,3.59E-23,4.16E-23,4.01E-23,2.331519224,8.29E-23,5.94E-23,2.331519225,5.01E-23,3.81E-23,2.27E-23,-0.193980099,0.289724991,-0.399702347,-0.006253314,0.309664755,0.250385702,-0.006253314,-0.044686524,0.159725644,-0.11825308,2.628006222,3.040392246,2.993758045,1.013533685,2.591049784,2.921932563,1.013533685,2.308877142,2.74424615,3.025866666,0.054498997,0.50307483,0.452348146,-1.701654997,0.014299369,0.374219467,-1.701654997,-0.292635932,0.180939806,0.487274527,0.748301306,0.748301306,0.748301306,0.748300985,0.748301306,0.748301306,0.748300985,0.748301306,0.748301306,0.748301306,0.903518093,0.91731451,0.92691058,0.749599047,0.865944334,0.912231656,0.749599047,0.862950995,0.894740219,0.915505275,S044,PLAYER PRE
-0.365692496,-0.365692494,-0.365692494,1.896565368,-0.365692496,-0.365692494,1.896565368,-0.365692497,-0.365692495,-0.365692492,65,72,18,1,78,57,1,55,17,7,4,2,9,9,1,7,9,7,9,9,-0.365692496,-0.365692494,-0.365692494,1.461992883,-0.365692496,-0.365692494,1.461992883,-0.365692497,-0.365692495,-0.365692492,6.68E-11,1.81E-10,7.47E-12,0.051748518,8.79E-12,7.91E-11,0.051748518,7.85E-12,5.31E-12,3.44E-12,0.209382587,0.662523508,0.736620539,-0.163613327,1.01E-05,-0.946717849,-0.163613327,-2.503177916,0.777128163,4.702537136,-0.659272834,-0.590666992,-0.532000529,1.880278037,-0.632264922,-0.593329431,1.880278037,0.42310657,-0.495507232,2.535120325,1.559820039,2.16977612,2.691363846,24.1382832,1.799940114,2.146105088,24.1382832,11.18296396,3.015815926,29.96030971,-0.497911749,-0.497911749,-0.497911749,1.990141024,-0.497911749,-0.497911749,1.990141025,-0.497911749,-0.497911749,-0.497911749,4.46E-21,3.29E-20,5.58E-23,0.002677909,7.73E-23,6.26E-21,0.002677909,6.16E-23,2.82E-23,1.18E-23,1.77E-11,2.20E-11,7.83E-12,1.527082758,6.23E-12,9.02E-12,1.527082758,3.67E-12,5.62E-12,3.95E-12,-0.497911951,-0.497911951,-0.497911951,1.989531211,-0.497911951,-0.497911951,1.989531212,-0.497911951,-0.497911951,-0.497911951,3.13E-22,4.84E-22,6.13E-23,2.33198175,3.88E-23,8.14E-23,2.331981751,1.35E-23,3.16E-23,1.56E-23,0.108795941,0.658695113,0.038524635,-0.006253314,0.125336381,0.373580321,-0.006253314,0.000236516,0.257465087,0.164154156,2.370647451,2.77649245,3.139650225,1.013533685,2.562084866,2.651065759,1.013533685,2.390839502,3.16953083,2.802084238,-0.225444838,0.216015949,0.611043403,-1.701654997,-0.017207427,0.079582173,-1.701654997,-0.203480791,0.643546244,0.243853598,0.748301306,0.748301306,0.748301306,0.748300985,0.748301306,0.748301306,0.748300985,0.748301306,0.748301306,0.748301306,0.820157448,0.817242991,0.915141588,0.749599047,0.885917495,0.894200296,0.749599047,0.931782629,0.893995324,0.941527332,S044,PLAYER PRE
-0.365692496,-0.365692493,-0.365692494,1.896789738,-0.365692495,-0.365692494,1.896789738,-0.365692497,-0.365692495,-0.365692492,40,68,16,1,22,29,1,60,12,40,9,3,9,9,9,9,9,6,9,9,-0.365692496,-0.365692494,-0.365692494,1.462174144,-0.365692495,-0.365692494,1.462174144,-0.365692496,-0.365692495,-0.365692492,3.39E-11,1.83E-10,5.63E-12,0.051753651,5.52E-12,2.90E-11,0.051753651,3.18E-11,3.52E-12,4.28E-12,0.441449985,0.215371759,-0.489701108,-0.163613278,0.049453786,2.068371075,-0.163613278,-0.736674562,-0.815397451,0.04908133,-0.593810099,-0.672453146,-0.586250349,1.880278122,-0.602429435,-0.154799155,1.880278122,-0.629408648,-0.470246968,-0.637280034,2.141831598,1.442637438,2.209043303,24.13828396,2.065199404,6.04495972,24.13828396,1.82533448,3.240398132,1.755352111,-0.497911749,-0.497911749,-0.497911749,1.990634662,-0.497911749,-0.497911749,1.990634664,-0.497911749,-0.497911749,-0.497911749,1.15E-21,3.37E-20,3.17E-23,0.00267844,3.05E-23,8.41E-22,0.00267844,1.01E-21,1.24E-23,1.83E-23,8.30E-12,2.08E-11,8.29E-12,1.527234207,4.98E-12,8.47E-12,1.527234207,6.13E-12,4.69E-12,5.24E-12,-0.497911951,-0.497911951,-0.497911951,1.99002462,-0.497911951,-0.497911951,1.990024621,-0.497911951,-0.497911951,-0.497911951,6.88E-23,4.34E-22,6.88E-23,2.332444322,2.48E-23,7.18E-23,2.332444323,3.75E-23,2.20E-23,2.74E-23,0.00109395,-0.069855911,-0.264626096,-0.006253314,-0.233004189,-0.171030636,-0.006253314,-0.186947495,0.26599277,-0.259364915,2.130783805,2.353517867,3.209799574,1.013533685,3.089689256,2.595804505,1.013533685,3.146212546,2.833614167,4.108928531,-0.486358226,-0.244077665,0.687348857,-1.701654997,0.556698004,0.01947135,-1.701654997,0.618181615,0.278150503,1.66538278,0.748301306,0.748301306,0.748301306,0.748300985,0.748301306,0.748301306,0.748300985,0.748301306,0.748301306,0.748301306,0.863699924,0.811201375,0.917245928,0.749599047,0.895559593,0.889550536,0.749599047,0.892785525,0.914055247,0.917048319,S044,PLAYER PRE
-0.365692496,-0.365692494,-0.365692494,1.897014108,-0.365692495,-0.365692494,1.897014108,-0.365692496,-0.365692495,-0.365692492,26,39,7,1,50,27,1,49,19,48,9,9,9,9,9,9,9,9,9,9,-0.365692496,-0.365692494,-0.365692494,1.462355405,-0.365692495,-0.365692494,1.462355405,-0.365692496,-0.365692495,-0.365692492,3.66E-11,1.01E-10,4.27E-12,0.051758784,1.38E-11,6.60E-12,0.051758784,7.67E-12,4.52E-12,3.79E-12,-0.165094361,-0.273291538,0.412296602,-0.16361323,-0.382734429,-0.383444586,-0.16361323,-0.80986912,0.584746573,-0.607995766,-0.591618949,-0.599072238,0.028333857,1.880278207,-0.638991327,-0.432447769,1.880278207,-0.589732643,-0.476674147,-0.589740699,2.161312524,2.095047336,7.673146031,24.13828472,1.740137461,3.576460636,24.13828472,2.178083164,3.183255811,2.178011542,-0.497911749,-0.497911749,-0.497911749,1.99112835,-0.497911749,-0.497911749,1.991128352,-0.497911749,-0.497911749,-0.497911749,1.34E-21,1.03E-20,1.82E-23,0.002678972,1.90E-22,4.35E-23,0.002678972,5.88E-23,2.04E-23,1.43E-23,1.30E-11,1.28E-11,6.70E-12,1.527385655,6.21E-12,6.18E-12,1.527385655,5.47E-12,5.19E-12,4.72E-12,-0.497911951,-0.497911951,-0.497911951,1.990518078,-0.497911951,-0.497911951,1.990518079,-0.497911951,-0.497911951,-0.497911951,1.68E-22,1.65E-22,4.49E-23,2.332906939,3.85E-23,3.82E-23,2.33290694,2.99E-23,2.69E-23,2.23E-23,0.091924435,0.108850026,-0.158346421,-0.006253315,-0.109678413,-0.188819299,-0.006253315,0.359608395,-0.158120841,-0.50317609,2.610052273,2.873339158,3.049730738,1.013533685,2.399206802,2.664543655,1.013533685,3.278055112,2.81953112,3.948903644,0.034969462,0.321361645,0.513232841,-1.701654997,-0.1943792,0.094242851,-1.701654997,0.761594304,0.262831568,1.491314571,0.748301306,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748301306,0.828106514,0.861326132,0.920887291,0.749599047,0.88983606,0.919408637,0.749599047,0.918988568,0.899377937,0.919459374,S044,PLAYER PRE
-0.365692496,-0.365692494,-0.365692494,1.897298633,-0.365692495,-0.365692494,1.897298633,-0.365692496,-0.365692495,-0.365692492,21,76,9,1,18,25,1,14,26,48,9,1,9,9,9,9,9,9,9,9,-0.365692496,-0.365692494,-0.365692494,1.46303024,-0.365692495,-0.365692494,1.46303024,-0.365692496,-0.365692495,-0.365692492,8.07E-12,5.28E-11,4.36E-12,0.051739734,4.77E-12,4.74E-12,0.051739734,4.45E-12,3.53E-12,1.41E-11,0.289888057,-1.91E-06,0.410319467,-0.173595279,-1.145036048,-0.183612943,-0.173595279,-0.824252513,-1.300695074,-0.971393954,-0.614972367,-0.632264942,-0.576553239,1.875935868,-0.413049748,-0.649825958,1.875935868,-0.452799959,-0.350642127,-0.578875122,1.953683572,1.799939944,2.295257691,24.09967815,3.748923221,1.643809674,24.09967815,3.395514789,4.303772575,2.274614457,-0.497911749,-0.497911749,-0.497911749,1.989296492,-0.497911749,-0.497911749,1.989296493,-0.497911749,-0.497911749,-0.497911749,6.51E-23,2.79E-21,1.90E-23,0.002677,2.28E-23,2.24E-23,0.002677,1.98E-23,1.25E-23,1.99E-22,5.76E-12,1.50E-11,7.80E-12,1.527949877,4.94E-12,6.28E-12,1.527949878,5.50E-12,4.96E-12,5.22E-12,-0.497911951,-0.497911951,-0.497911951,1.992356889,-0.497911951,-0.497911951,1.992356891,-0.497911951,-0.497911951,-0.497911951,3.32E-23,2.25E-22,6.08E-23,2.334630828,2.44E-23,3.94E-23,2.334630829,3.02E-23,2.46E-23,2.72E-23,0.238922257,-0.024535521,0.656776569,-0.006248508,0.537289921,0.037410788,-0.006248508,-0.224354851,0.115659913,-0.189329081,2.66722957,2.646980385,4.270961856,1.013530686,3.041054096,2.915691895,1.013530686,2.354763427,2.57125573,2.622777055,0.097164473,0.075138279,1.841635682,-1.701658259,0.503794762,0.367431135,-1.701658259,-0.242722798,-0.007231754,0.048810933,0.748301306,0.748301306,0.748301306,0.74830099,0.748301306,0.748301306,0.74830099,0.748301306,0.748301306,0.748301306,0.901787286,0.84198259,0.915844381,0.749598519,0.920067146,0.914499142,0.749598519,0.901892264,0.910574113,0.901013044,S044,PLAYER PRE
-0.365692496,-0.365692494,-0.365692494,1.898360329,-0.365692495,-0.365692494,1.898360329,-0.365692496,-0.365692495,-0.365692492,28,62,14,1,31,67,1,25,30,27,9,5,9,9,9,3,9,9,9,9,-0.365692496,-0.365692494,-0.365692494,1.46344297,-0.365692495,-0.365692494,1.463442969,-0.365692496,-0.365692495,-0.365692492,1.81E-11,5.15E-11,6.97E-12,0.051789584,1.27E-11,1.78E-11,0.051789584,3.39E-12,4.72E-12,8.01E-12,-1.071473804,-0.686830106,-0.993755425,-0.163612941,-1.727623354,-0.010232221,-0.163612941,-0.208591503,0.168656693,1.172668535,-0.507173118,-0.619221121,-0.449090124,1.880278718,-0.240382382,-0.683078143,1.880278718,-0.483997868,-0.630976276,-0.485111513,2.912097676,1.915909038,3.428497936,24.13828926,5.284062286,1.348173449,24.13828926,3.118142583,1.811397123,3.108241466,-0.497911749,-0.497911749,-0.497911749,1.994091505,-0.497911749,-0.497911749,1.994091506,-0.497911749,-0.497911749,-0.497911749,3.27E-22,2.65E-21,4.86E-23,0.002682161,1.60E-22,3.18E-22,0.002682161,1.15E-23,2.22E-23,6.42E-23,7.34E-12,9.25E-12,8.80E-12,1.528294346,6.16E-12,1.04E-11,1.528294346,4.45E-12,5.00E-12,5.26E-12,-0.497911951,-0.497911951,-0.497911951,1.993479853,-0.497911951,-0.497911951,1.993479855,-0.497911951,-0.497911951,-0.497911951,5.39E-23,8.55E-23,7.75E-23,2.335683608,3.79E-23,1.09E-22,2.335683609,1.98E-23,2.50E-23,2.76E-23,0.240829719,-0.291437661,0.207343372,-0.006253315,0.076860508,-0.058349712,-0.006253315,-0.268324873,-0.459036359,-0.377272089,2.654656939,3.033791778,2.869675811,1.013533685,2.527381889,2.595572423,1.013533685,2.891843449,3.63596371,3.10205087,0.083488505,0.495895124,0.317376813,-1.701654996,-0.054955837,0.019218902,-1.701654996,0.341489818,1.150911929,0.570144438,0.748301306,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748301306,0.879927278,0.872855512,0.915202364,0.749599047,0.897543748,0.867281059,0.749599047,0.942345011,0.912035613,0.905748672,S044,PLAYER PRE
-0.365692496,-0.365692494,-0.365692494,1.8985847,-0.365692495,-0.365692494,1.898584699,-0.365692496,-0.365692495,-0.365692492,71,62,61,1,29,17,1,34,20,70,2,5,5,9,9,9,9,9,9,2,-0.365692496,-0.365692494,-0.365692494,1.46362423,-0.365692495,-0.365692494,1.46362423,-0.365692496,-0.365692495,-0.365692492,4.39E-11,2.97E-11,6.82E-12,0.051794717,1.47E-11,6.91E-12,0.051794717,5.56E-12,7.50E-12,1.18E-11,-0.164380939,0.701348694,-0.020579315,-0.163612893,-1.168946286,-0.16777983,-0.163612892,-1.168901096,0.094116434,-0.057952061,-0.629799518,-0.444735782,-0.688106743,1.880278803,-0.350098559,-0.596608247,1.880278803,-0.427798041,-0.599537825,-0.63195907,1.821859365,3.46721122,1.303465522,24.13829001,4.308605295,2.116954019,24.13829001,3.617800116,2.090907928,1.802659367,-0.497911749,-0.497911749,-0.497911749,1.994585536,-0.497911749,-0.497911749,1.994585537,-0.497911749,-0.497911749,-0.497911749,1.92E-21,8.82E-22,4.66E-23,0.002682693,2.15E-22,4.78E-23,0.002682693,3.09E-23,5.63E-23,1.38E-22,7.98E-12,7.33E-12,7.83E-12,1.528445795,5.76E-12,6.67E-12,1.528445795,4.63E-12,6.62E-12,6.67E-12,-0.497911951,-0.497911951,-0.497911951,1.993973654,-0.497911951,-0.497911951,1.993973655,-0.497911951,-0.497911951,-0.497911951,6.36E-23,5.37E-23,6.13E-23,2.336146547,3.32E-23,4.45E-23,2.336146548,2.14E-23,4.38E-23,4.45E-23,-0.204500051,-0.352492505,0.159830085,-0.006253316,-0.186897538,-0.069756903,-0.006253316,0.160814054,-0.278155038,-0.18487886,2.714541858,3.242367691,2.895477464,1.013533685,2.674099708,2.631652215,1.013533685,3.057602684,2.998317263,2.389198765,0.148628751,0.722775058,0.345442745,-1.701654996,0.104637515,0.058464952,-1.701654996,0.521795606,0.457307468,-0.205265514,0.748301306,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748301306,0.863996817,0.89313201,0.915464791,0.749599047,0.902294308,0.906569145,0.749599047,0.920094973,0.878966108,0.886795899,S044,PLAYER PRE
-0.365692496,-0.365692494,-0.365692494,1.89880907,-0.365692495,-0.365692494,1.89880907,-0.365692496,-0.365692495,-0.365692492,58,69,16,1,57,11,1,45,24,60,6,3,9,9,7,9,9,9,9,6,-0.365692495,-0.365692494,-0.365692494,1.463805491,-0.365692495,-0.365692494,1.463805491,-0.365692496,-0.365692495,-0.365692492,1.51E-11,7.88E-11,5.23E-12,0.051799851,7.61E-12,7.61E-12,0.051799851,3.98E-12,9.37E-12,1.09E-11,0.914243754,1.247870351,0.368439587,-0.163612844,-0.778351344,-1.157994043,-0.163612845,0.778967965,-0.38689196,-0.803385644,-0.575893703,-0.441987078,-0.602515006,1.880278888,-0.608472309,-0.477663167,1.880278888,-0.428936339,-0.600488254,-0.585520182,2.301121451,3.491649211,2.064438616,24.13829077,2.011473831,3.174462704,24.13829077,3.607679817,2.082457921,2.215535015,-0.497911749,-0.497911749,-0.497911749,1.995079615,-0.497911749,-0.497911749,1.995079616,-0.497911749,-0.497911749,-0.497911749,2.28E-22,6.21E-21,2.73E-23,0.002683225,5.79E-23,5.80E-23,0.002683225,1.58E-23,8.78E-23,1.19E-22,5.10E-12,1.35E-11,7.45E-12,1.528597243,4.82E-12,8.35E-12,1.528597243,4.74E-12,5.63E-12,5.24E-12,-0.497911951,-0.497911951,-0.497911951,1.994467503,-0.497911951,-0.497911951,1.994467504,-0.497911951,-0.497911951,-0.497911951,2.60E-23,1.82E-22,5.55E-23,2.336609531,2.32E-23,6.98E-23,2.336609533,2.24E-23,3.17E-23,2.74E-23,0.257479639,-0.048150011,0.165460073,-0.006253316,0.144395689,0.19938075,-0.006253316,-0.022350213,-0.036978456,0.059008913,4.991798412,3.669099879,3.293573656,1.013533685,3.359119037,2.601753338,1.013533685,2.836543201,2.935869691,2.85876788,2.625730777,1.186956033,0.778474712,-1.701654996,0.849772166,0.025942236,-1.701654996,0.281336581,0.389379677,0.305511633,0.748301306,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748301306,0.919828841,0.860581149,0.927024011,0.749599047,0.920658384,0.889108514,0.749599047,0.923940374,0.9100171,0.905292568,S044,PLAYER PRE
-0.365692495,-0.365692493,-0.365692494,1.89903344,-0.365692495,-0.365692494,1.89903344,-0.365692496,-0.365692495,-0.365692492,52,57,7,1,33,19,1,11,11,5,9,7,9,9,9,9,9,9,9,9,-0.365692495,-0.365692493,-0.365692494,1.463986752,-0.365692495,-0.365692495,1.463986752,-0.365692496,-0.365692495,-0.365692492,1.72E-11,3.23E-11,4.03E-12,0.051804984,5.76E-12,8.59E-12,0.051804984,3.58E-12,4.15E-12,1.60E-12,0.895127698,1.481747486,0.7261405,-0.163612796,-1.340740631,-0.681690365,-0.163612796,0.272092448,-0.598437181,-2.117858154,-0.607078,-0.414888999,-0.279270464,1.880278973,-0.421250295,-0.57737411,1.880278973,-0.623856514,-0.610252344,0.408285267,2.023870262,3.732570929,4.938318824,24.13829153,3.67601436,2.287959555,24.13829153,1.874697013,1.995648025,11.05119174,-0.497911749,-0.497911749,-0.497911749,1.995573744,-0.497911749,-0.497911749,1.995573745,-0.497911749,-0.497911749,-0.497911749,2.95E-22,1.04E-21,1.62E-23,0.002683756,3.31E-23,7.38E-23,0.002683756,1.28E-23,1.73E-23,2.57E-24,5.29E-12,5.51E-12,8.92E-12,1.528748692,5.19E-12,7.47E-12,1.528748692,5.19E-12,8.07E-12,3.95E-12,-0.497911951,-0.497911951,-0.497911951,1.994961402,-0.497911951,-0.497911951,1.994961403,-0.497911951,-0.497911951,-0.497911951,2.80E-23,3.03E-23,7.95E-23,2.337072562,2.70E-23,5.59E-23,2.337072563,2.69E-23,6.51E-23,1.56E-23,0.05691851,-0.178201127,-0.170413454,-0.006253316,-0.188216437,0.152036337,-0.006253316,0.164070138,-0.64911655,0.085119681,2.758200827,2.752182279,2.902395743,1.013533686,3.32629849,2.944725369,1.013533686,2.515064018,3.107562963,2.855360825,0.196119106,0.189572388,0.352968152,-1.701654996,0.814071382,0.399012504,-1.701654996,-0.06835469,0.576140256,0.301805585,0.748301306,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748301306,0.898725563,0.924712378,0.909195202,0.749599047,0.909440246,0.904699414,0.749599047,0.912792653,0.867801194,0.923343919,S044,PLAYER PRE
-0.365692496,-0.365692493,-0.365692494,1.89925781,-0.365692495,-0.365692495,1.89925781,-0.365692496,-0.365692495,-0.365692492,55,79,36,1,53,9,1,47,17,7,7,1,9,9,8,9,9,9,9,9,-0.365692495,-0.365692493,-0.365692494,1.464168013,-0.365692495,-0.365692495,1.464168013,-0.365692496,-0.365692495,-0.365692492,2.85E-11,4.54E-11,8.02E-12,0.051810117,2.27E-11,5.14E-12,0.051810117,8.89E-12,8.46E-12,2.08E-12,-0.403659351,4.33E-06,0.322155634,-0.163612748,-0.988146859,-1.145266732,-0.163612748,-0.256978108,0.56472195,-0.660501035,-0.657138706,-0.632264934,-0.604168515,1.880279058,-0.585981639,-0.25572648,1.880279058,-0.566195889,-0.529635515,-0.504710065,1.578794004,1.799940013,2.049737713,24.13829228,2.211432332,5.147642043,24.13829228,2.387342101,2.712390545,2.933996019,-0.497911749,-0.497911749,-0.497911749,1.996067921,-0.497911749,-0.497911749,1.996067922,-0.497911749,-0.497911749,-0.497911749,8.13E-22,2.06E-21,6.43E-23,0.002684288,5.15E-22,2.64E-23,0.002684288,7.90E-23,7.16E-23,4.31E-24,7.35E-12,3.14E-11,8.10E-12,1.52890014,5.82E-12,8.03E-12,1.52890014,6.41E-12,7.78E-12,4.38E-12,-0.497911951,-0.497911951,-0.497911951,1.995455349,-0.497911951,-0.497911951,1.99545535,-0.497911951,-0.497911951,-0.497911951,5.41E-23,9.84E-22,6.56E-23,2.337535638,3.39E-23,6.46E-23,2.337535639,4.11E-23,6.05E-23,1.92E-23,-0.526453591,0.762792463,-0.308452995,-0.006253316,-0.241996087,-0.130081287,-0.006253316,-0.268021951,-0.239962314,-0.074732729,3.123111488,2.868203662,3.041298132,1.013533686,4.376422739,2.636024074,1.013533686,3.496426099,2.928943812,2.917889503,0.593053275,0.315775472,0.504060214,-1.701654996,1.956351509,0.063220472,-1.701654996,0.9991289,0.381846003,0.369821599,0.748301306,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748300986,0.748301306,0.748301306,0.748301306,0.882431406,0.795837614,0.914468456,0.749599047,0.921710328,0.90714147,0.749599047,0.899095503,0.878891196,0.938343683,S044,PLAYER PRE
